layer,kl_mean,kl_std,method,model
17,0.00051812636,0.0003926204,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
18,0.00056630676,0.00044009188,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
19,0.00056837464,0.000430342,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
20,0.00058599625,0.00043508413,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
21,0.0006053903,0.00046992832,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
22,0.00060337974,0.00045242414,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
23,0.0006061125,0.00046649063,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
24,0.0006015682,0.00043797444,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
25,0.0006350598,0.00046883308,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
26,0.0006404356,0.00045774571,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
27,0.00068180484,0.00048033113,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
28,0.00067555805,0.00052381854,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
29,0.0006897886,0.00050528353,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
30,0.0007080981,0.0005314021,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
31,0.0007097658,0.0006105616,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
32,0.0007072658,0.00086898386,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
33,0.0006930287,0.0006634581,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
34,0.00071117125,0.00063731294,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
35,0.00072280964,0.0006311967,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
36,0.00069962704,0.0006178558,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
37,0.00074310775,0.0006999959,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
38,0.00072625285,0.00068230485,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
39,0.00069566147,0.0007982795,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
40,0.00069175026,0.0008063946,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
41,0.0007660482,0.0011056564,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
42,0.0007571231,0.00090434635,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
43,0.0007820317,0.0011314444,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
44,0.00069546944,0.0008517837,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
45,0.0007118328,0.0010843442,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
46,0.000717546,0.0013357189,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
47,0.0007256784,0.001759355,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
48,0.0007229317,0.0017761976,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
49,0.0008348881,0.0063583427,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
50,0.0007420738,0.0014519928,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
51,0.0008013974,0.0043779104,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
52,0.0010976531,0.017067013,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
53,0.00077948434,0.0020510836,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
54,0.001371617,0.026390841,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
55,0.0009766661,0.006685763,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
56,0.0013740321,0.022946646,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
57,0.001178746,0.012941382,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
58,0.000907902,0.0029897569,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
59,0.0010293028,0.0062118876,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
60,0.0008397036,0.002085471,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
61,0.00081063027,0.0033464553,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
62,0.000521137,0.0019301786,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
63,0.0006377956,0.0010192016,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
0,0.0005950169,0.0004351108,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
1,0.0005762038,0.0003942325,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
2,0.0005778725,0.00041256024,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
3,0.0005956796,0.00043690266,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
4,0.0006058758,0.00044590028,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
5,0.00076145044,0.0019924066,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
6,0.0008480777,0.0027543523,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
7,0.00092628883,0.0021575326,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
8,0.0009835317,0.0009836993,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
9,0.0009907794,0.0011491623,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
10,0.0010208858,0.0009432183,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
11,0.0010919396,0.0012014298,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
12,0.0011599166,0.0010576183,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
13,0.0012365587,0.0010299812,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
14,0.0012867709,0.0010764953,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
15,0.0013492736,0.0010657696,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
16,0.0013985877,0.00105039,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
17,0.0014371572,0.0010592382,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
18,0.0015376456,0.0012288722,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
19,0.0015668672,0.0011980024,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
20,0.0016167841,0.0012810101,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
21,0.0016456558,0.0013202805,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
22,0.0016713523,0.0013148721,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
23,0.0016906058,0.0012886318,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
24,0.0017149026,0.0013299434,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
25,0.0018524654,0.0014190607,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
26,0.0018911404,0.0014389412,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
27,0.0019552524,0.0014913231,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
28,0.0019599206,0.0015022515,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
29,0.0020114395,0.0015251907,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
30,0.002084708,0.0016503519,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
31,0.0021311056,0.0018768166,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
32,0.0021318356,0.004507042,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
33,0.0020461415,0.0025136874,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
34,0.0020762943,0.0018539837,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
35,0.0021960575,0.0025811738,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
36,0.0021435672,0.0020167073,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
37,0.0022032144,0.0023770663,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
38,0.002172857,0.0028454924,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
39,0.0020824776,0.0023956602,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
40,0.0021722114,0.0027949775,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
41,0.0023368206,0.0031611018,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
42,0.0024087923,0.003316013,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
43,0.0024400013,0.0032915303,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
44,0.002205633,0.0027906126,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
45,0.0022833182,0.0036501829,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
46,0.002414419,0.006497952,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
47,0.0025572348,0.011722845,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
48,0.0025262258,0.013392116,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
49,0.003029531,0.031395726,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
50,0.0025827454,0.009423973,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
51,0.0031617132,0.04144957,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
52,0.0039832774,0.07244495,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
53,0.0026265637,0.0063216607,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
54,0.0055064266,0.12122504,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
55,0.0033215065,0.02228306,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
56,0.0050374833,0.09150031,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
57,0.0043286686,0.048707757,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
58,0.004431458,0.047604784,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
59,0.006631036,0.15113483,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
60,0.0037368045,0.027773403,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
61,0.0026482348,0.009019684,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
62,0.0020204203,0.02415945,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
63,0.0015786679,0.0026340869,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
0,0.008605835,0.009614377,int4,Qwen_Qwen3-30B-A3B-Instruct-2507
1,0.02175449,0.024055175,int4,Qwen_Qwen3-30B-A3B-Instruct-2507
2,0.030311236,0.036553256,int4,Qwen_Qwen3-30B-A3B-Instruct-2507
3,0.04024927,0.041772515,int4,Qwen_Qwen3-30B-A3B-Instruct-2507
4,0.051131472,0.057491068,int4,Qwen_Qwen3-30B-A3B-Instruct-2507
5,0.055808347,0.071056545,int4,Qwen_Qwen3-30B-A3B-Instruct-2507
6,0.06291401,0.074174024,int4,Qwen_Qwen3-30B-A3B-Instruct-2507
7,0.06564303,0.07869049,int4,Qwen_Qwen3-30B-A3B-Instruct-2507
8,0.07114233,0.07908541,int4,Qwen_Qwen3-30B-A3B-Instruct-2507
9,0.07021999,0.07325516,int4,Qwen_Qwen3-30B-A3B-Instruct-2507
10,0.0728989,0.07126878,int4,Qwen_Qwen3-30B-A3B-Instruct-2507
11,0.072808184,0.067753226,int4,Qwen_Qwen3-30B-A3B-Instruct-2507
12,0.07814347,0.07133105,int4,Qwen_Qwen3-30B-A3B-Instruct-2507
13,0.08203407,0.0742008,int4,Qwen_Qwen3-30B-A3B-Instruct-2507
14,0.07963425,0.077263065,int4,Qwen_Qwen3-30B-A3B-Instruct-2507
15,0.08732494,0.0979823,int4,Qwen_Qwen3-30B-A3B-Instruct-2507
16,0.08806365,0.09334422,int4,Qwen_Qwen3-30B-A3B-Instruct-2507
17,0.09410385,0.10668844,int4,Qwen_Qwen3-30B-A3B-Instruct-2507
18,0.09958034,0.119732015,int4,Qwen_Qwen3-30B-A3B-Instruct-2507
19,0.097654276,0.11395775,int4,Qwen_Qwen3-30B-A3B-Instruct-2507
20,0.09978153,0.12395238,int4,Qwen_Qwen3-30B-A3B-Instruct-2507
21,0.095791176,0.1368301,int4,Qwen_Qwen3-30B-A3B-Instruct-2507
22,0.102681816,0.19139336,int4,Qwen_Qwen3-30B-A3B-Instruct-2507
23,0.099832915,0.176957,int4,Qwen_Qwen3-30B-A3B-Instruct-2507
24,0.10134231,0.17834577,int4,Qwen_Qwen3-30B-A3B-Instruct-2507
25,0.09127655,0.10984484,int4,Qwen_Qwen3-30B-A3B-Instruct-2507
26,0.09310809,0.12553117,int4,Qwen_Qwen3-30B-A3B-Instruct-2507
27,0.10112023,0.12875837,int4,Qwen_Qwen3-30B-A3B-Instruct-2507
28,0.09567858,0.1475954,int4,Qwen_Qwen3-30B-A3B-Instruct-2507
29,0.097580515,0.14105083,int4,Qwen_Qwen3-30B-A3B-Instruct-2507
30,0.10952175,0.16579293,int4,Qwen_Qwen3-30B-A3B-Instruct-2507
31,0.112480864,0.18958823,int4,Qwen_Qwen3-30B-A3B-Instruct-2507
32,0.11341202,0.16515088,int4,Qwen_Qwen3-30B-A3B-Instruct-2507
33,0.117931105,0.23896722,int4,Qwen_Qwen3-30B-A3B-Instruct-2507
34,0.11772549,0.25024354,int4,Qwen_Qwen3-30B-A3B-Instruct-2507
35,0.11019028,0.23584078,int4,Qwen_Qwen3-30B-A3B-Instruct-2507
36,0.11878655,0.25424838,int4,Qwen_Qwen3-30B-A3B-Instruct-2507
37,0.10104985,0.14274395,int4,Qwen_Qwen3-30B-A3B-Instruct-2507
38,0.10524626,0.17791158,int4,Qwen_Qwen3-30B-A3B-Instruct-2507
39,0.12631008,0.22838424,int4,Qwen_Qwen3-30B-A3B-Instruct-2507
40,0.13846354,0.29002824,int4,Qwen_Qwen3-30B-A3B-Instruct-2507
41,0.15014873,0.3119385,int4,Qwen_Qwen3-30B-A3B-Instruct-2507
42,0.16998714,0.3239206,int4,Qwen_Qwen3-30B-A3B-Instruct-2507
43,0.18475755,0.41672465,int4,Qwen_Qwen3-30B-A3B-Instruct-2507
44,0.20527494,0.42487878,int4,Qwen_Qwen3-30B-A3B-Instruct-2507
45,0.1961099,0.43857032,int4,Qwen_Qwen3-30B-A3B-Instruct-2507
46,0.14751418,0.36731577,int4,Qwen_Qwen3-30B-A3B-Instruct-2507
47,0.085915975,0.23738618,int4,Qwen_Qwen3-30B-A3B-Instruct-2507
0,2.1952346e-05,8.816413e-05,float16,Qwen_Qwen3-30B-A3B-Instruct-2507
1,0.00021761339,0.0007700397,float16,Qwen_Qwen3-30B-A3B-Instruct-2507
2,0.000549849,0.002568804,float16,Qwen_Qwen3-30B-A3B-Instruct-2507
3,0.00075590133,0.0022192635,float16,Qwen_Qwen3-30B-A3B-Instruct-2507
4,0.0011616537,0.0038776458,float16,Qwen_Qwen3-30B-A3B-Instruct-2507
5,0.001400025,0.004915394,float16,Qwen_Qwen3-30B-A3B-Instruct-2507
6,0.001759826,0.0046537453,float16,Qwen_Qwen3-30B-A3B-Instruct-2507
7,0.0019578552,0.004559311,float16,Qwen_Qwen3-30B-A3B-Instruct-2507
8,0.0022235366,0.0064442335,float16,Qwen_Qwen3-30B-A3B-Instruct-2507
9,0.0023794295,0.005856651,float16,Qwen_Qwen3-30B-A3B-Instruct-2507
10,0.0025443377,0.0061881864,float16,Qwen_Qwen3-30B-A3B-Instruct-2507
11,0.0027324096,0.006864198,float16,Qwen_Qwen3-30B-A3B-Instruct-2507
12,0.0030025712,0.0069454038,float16,Qwen_Qwen3-30B-A3B-Instruct-2507
13,0.003069825,0.006191246,float16,Qwen_Qwen3-30B-A3B-Instruct-2507
14,0.0034357759,0.01255537,float16,Qwen_Qwen3-30B-A3B-Instruct-2507
15,0.0036652908,0.009545234,float16,Qwen_Qwen3-30B-A3B-Instruct-2507
16,0.0037901786,0.008473109,float16,Qwen_Qwen3-30B-A3B-Instruct-2507
17,0.0039026965,0.008858667,float16,Qwen_Qwen3-30B-A3B-Instruct-2507
18,0.004552365,0.012118593,float16,Qwen_Qwen3-30B-A3B-Instruct-2507
19,0.00481304,0.011572105,float16,Qwen_Qwen3-30B-A3B-Instruct-2507
20,0.004669616,0.009385527,float16,Qwen_Qwen3-30B-A3B-Instruct-2507
21,0.004708344,0.010596228,float16,Qwen_Qwen3-30B-A3B-Instruct-2507
22,0.005204663,0.021133559,float16,Qwen_Qwen3-30B-A3B-Instruct-2507
23,0.0053327177,0.021612454,float16,Qwen_Qwen3-30B-A3B-Instruct-2507
24,0.0056696534,0.020201731,float16,Qwen_Qwen3-30B-A3B-Instruct-2507
25,0.005150511,0.013942725,float16,Qwen_Qwen3-30B-A3B-Instruct-2507
26,0.0053654783,0.012327421,float16,Qwen_Qwen3-30B-A3B-Instruct-2507
27,0.005887473,0.014072392,float16,Qwen_Qwen3-30B-A3B-Instruct-2507
28,0.005733139,0.012784904,float16,Qwen_Qwen3-30B-A3B-Instruct-2507
29,0.0056767715,0.01215566,float16,Qwen_Qwen3-30B-A3B-Instruct-2507
30,0.0061858357,0.013791668,float16,Qwen_Qwen3-30B-A3B-Instruct-2507
31,0.0065461057,0.01750969,float16,Qwen_Qwen3-30B-A3B-Instruct-2507
32,0.0066555375,0.018463062,float16,Qwen_Qwen3-30B-A3B-Instruct-2507
33,0.009171302,0.07095458,float16,Qwen_Qwen3-30B-A3B-Instruct-2507
34,0.011488766,0.1540735,float16,Qwen_Qwen3-30B-A3B-Instruct-2507
35,0.010555575,0.1392438,float16,Qwen_Qwen3-30B-A3B-Instruct-2507
36,0.0110160075,0.13933645,float16,Qwen_Qwen3-30B-A3B-Instruct-2507
37,0.0062443456,0.018742723,float16,Qwen_Qwen3-30B-A3B-Instruct-2507
38,0.005960237,0.014322286,float16,Qwen_Qwen3-30B-A3B-Instruct-2507
39,0.0071264943,0.016557734,float16,Qwen_Qwen3-30B-A3B-Instruct-2507
40,0.0076306504,0.019108644,float16,Qwen_Qwen3-30B-A3B-Instruct-2507
41,0.008229328,0.023147197,float16,Qwen_Qwen3-30B-A3B-Instruct-2507
42,0.009744795,0.033239666,float16,Qwen_Qwen3-30B-A3B-Instruct-2507
43,0.0119067915,0.06662765,float16,Qwen_Qwen3-30B-A3B-Instruct-2507
44,0.010952234,0.047248274,float16,Qwen_Qwen3-30B-A3B-Instruct-2507
45,0.010001763,0.04319745,float16,Qwen_Qwen3-30B-A3B-Instruct-2507
46,0.006501413,0.02274615,float16,Qwen_Qwen3-30B-A3B-Instruct-2507
47,0.003795418,0.012702906,float16,Qwen_Qwen3-30B-A3B-Instruct-2507
0,0.000726036,0.0015840924,int8,Qwen_Qwen3-30B-A3B-Instruct-2507
1,0.0014351689,0.0032505584,int8,Qwen_Qwen3-30B-A3B-Instruct-2507
2,0.002305669,0.005016668,int8,Qwen_Qwen3-30B-A3B-Instruct-2507
3,0.0031981599,0.0063773515,int8,Qwen_Qwen3-30B-A3B-Instruct-2507
4,0.0042089843,0.007986422,int8,Qwen_Qwen3-30B-A3B-Instruct-2507
5,0.004978866,0.010085785,int8,Qwen_Qwen3-30B-A3B-Instruct-2507
6,0.0064971484,0.013865655,int8,Qwen_Qwen3-30B-A3B-Instruct-2507
7,0.0072681224,0.019398307,int8,Qwen_Qwen3-30B-A3B-Instruct-2507
8,0.007199127,0.015171042,int8,Qwen_Qwen3-30B-A3B-Instruct-2507
9,0.007854744,0.0155873345,int8,Qwen_Qwen3-30B-A3B-Instruct-2507
10,0.008285846,0.015830677,int8,Qwen_Qwen3-30B-A3B-Instruct-2507
11,0.008596879,0.013495942,int8,Qwen_Qwen3-30B-A3B-Instruct-2507
12,0.009482627,0.014412916,int8,Qwen_Qwen3-30B-A3B-Instruct-2507
13,0.00986178,0.01370638,int8,Qwen_Qwen3-30B-A3B-Instruct-2507
14,0.00980064,0.013808256,int8,Qwen_Qwen3-30B-A3B-Instruct-2507
15,0.010291881,0.014703928,int8,Qwen_Qwen3-30B-A3B-Instruct-2507
16,0.010183908,0.01282972,int8,Qwen_Qwen3-30B-A3B-Instruct-2507
17,0.010983622,0.016257305,int8,Qwen_Qwen3-30B-A3B-Instruct-2507
18,0.013736404,0.036443625,int8,Qwen_Qwen3-30B-A3B-Instruct-2507
19,0.013291819,0.028043795,int8,Qwen_Qwen3-30B-A3B-Instruct-2507
20,0.012896586,0.020710224,int8,Qwen_Qwen3-30B-A3B-Instruct-2507
21,0.014682536,0.06334086,int8,Qwen_Qwen3-30B-A3B-Instruct-2507
22,0.015194007,0.074434415,int8,Qwen_Qwen3-30B-A3B-Instruct-2507
23,0.015315263,0.07171263,int8,Qwen_Qwen3-30B-A3B-Instruct-2507
24,0.015846567,0.07058543,int8,Qwen_Qwen3-30B-A3B-Instruct-2507
25,0.013518739,0.028760178,int8,Qwen_Qwen3-30B-A3B-Instruct-2507
26,0.0135591775,0.023697464,int8,Qwen_Qwen3-30B-A3B-Instruct-2507
27,0.014905858,0.035286095,int8,Qwen_Qwen3-30B-A3B-Instruct-2507
28,0.014634114,0.041558262,int8,Qwen_Qwen3-30B-A3B-Instruct-2507
29,0.013614635,0.030755341,int8,Qwen_Qwen3-30B-A3B-Instruct-2507
30,0.015641456,0.037750285,int8,Qwen_Qwen3-30B-A3B-Instruct-2507
31,0.016738007,0.064950734,int8,Qwen_Qwen3-30B-A3B-Instruct-2507
32,0.018003372,0.090823345,int8,Qwen_Qwen3-30B-A3B-Instruct-2507
33,0.021138744,0.13148957,int8,Qwen_Qwen3-30B-A3B-Instruct-2507
34,0.022500483,0.14750265,int8,Qwen_Qwen3-30B-A3B-Instruct-2507
35,0.023270557,0.1921078,int8,Qwen_Qwen3-30B-A3B-Instruct-2507
36,0.024891362,0.24666938,int8,Qwen_Qwen3-30B-A3B-Instruct-2507
37,0.014545941,0.048475426,int8,Qwen_Qwen3-30B-A3B-Instruct-2507
38,0.013962107,0.028255308,int8,Qwen_Qwen3-30B-A3B-Instruct-2507
39,0.016672283,0.045422617,int8,Qwen_Qwen3-30B-A3B-Instruct-2507
40,0.017283943,0.039604895,int8,Qwen_Qwen3-30B-A3B-Instruct-2507
41,0.018013658,0.041078478,int8,Qwen_Qwen3-30B-A3B-Instruct-2507
42,0.021814903,0.067559175,int8,Qwen_Qwen3-30B-A3B-Instruct-2507
43,0.025267983,0.10474843,int8,Qwen_Qwen3-30B-A3B-Instruct-2507
44,0.023931889,0.0832484,int8,Qwen_Qwen3-30B-A3B-Instruct-2507
45,0.02228224,0.07276391,int8,Qwen_Qwen3-30B-A3B-Instruct-2507
46,0.014849609,0.042789523,int8,Qwen_Qwen3-30B-A3B-Instruct-2507
47,0.014348635,0.09095049,int8,Qwen_Qwen3-30B-A3B-Instruct-2507
0,0.0018750308,0.0017358862,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
1,0.0016598308,0.0014509301,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
2,0.0017232733,0.0014658135,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
3,0.0018566402,0.0015792368,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
4,0.002228944,0.0035323875,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
5,0.004063891,0.06287063,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
6,0.0041256053,0.045853697,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
7,0.0041340296,0.02413962,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
8,0.007137876,0.1480902,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
9,0.0053024692,0.04259591,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
10,0.0067667924,0.08616112,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
11,0.00707618,0.08049142,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
12,0.008648042,0.10838072,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
13,0.008693128,0.085629426,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
14,0.008292537,0.043830495,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
15,0.008999537,0.06765007,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
16,0.009447613,0.07641065,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
17,0.009613442,0.067891106,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
18,0.009439122,0.03968063,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
19,0.0097584985,0.041883267,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
20,0.010034202,0.03221037,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
21,0.010414558,0.030893236,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
22,0.011191142,0.03991126,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
23,0.012077131,0.03523028,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
24,0.012918616,0.053968605,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
25,0.013681294,0.043436944,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
26,0.014611576,0.05406416,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
27,0.015147348,0.060100876,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
28,0.013568292,0.05641682,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
29,0.012218049,0.04069116,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
30,0.012316773,0.051999018,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
31,0.0115020685,0.049677487,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
32,0.012760095,0.06170358,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
33,0.012719895,0.057950996,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
34,0.01311251,0.055570353,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
35,0.012399483,0.05093193,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
36,0.014714354,0.093034275,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
37,0.015865715,0.11355209,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
38,0.017846325,0.12884796,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
39,0.021236023,0.15055853,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
40,0.026297426,0.28372112,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
41,0.026550528,0.21551791,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
42,0.026141053,0.2165407,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
43,0.030477904,0.29536888,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
44,0.03137362,0.293165,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
45,0.017861526,0.08956267,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
46,0.0080416985,0.02607133,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
47,0.006752626,0.024850793,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
